"","ensembl_gene_id_version","gene_biotype"
"1075","ENSG00000303345.1","lncRNA"
"1076","ENSG00000277930.2","lncRNA"
"1077","ENSG00000290726.3","lncRNA"
"1078","ENSG00000291032.2","lncRNA"
"1079","ENSG00000281009.1","lncRNA"
"1080","ENSG00000280568.2","protein_coding"
"1081","ENSG00000235059.6","lncRNA"
"1082","ENSG00000231535.9","lncRNA"
"1083","ENSG00000304558.1","lncRNA"
"1084","ENSG00000129845.6","lncRNA"
"1085","ENSG00000286050.2","lncRNA"
"1086","ENSG00000290381.2","lncRNA"
"1087","ENSG00000251510.2","lncRNA"
"1088","ENSG00000286187.2","lncRNA"
"1089","ENSG00000280797.1","lncRNA"
"1090","ENSG00000305394.1","lncRNA"
"1091","ENSG00000281123.5","protein_coding"
"1092","ENSG00000293249.2","lncRNA"
"1093","ENSG00000305658.1","lncRNA"
"1094","ENSG00000289707.2","lncRNA"
"1095","ENSG00000306111.1","lncRNA"
"1096","ENSG00000306715.1","lncRNA"
"1097","ENSG00000286009.3","lncRNA"
"1098","ENSG00000308317.1","lncRNA"
"1099","ENSG00000286201.2","lncRNA"
"1100","ENSG00000309341.1","lncRNA"
"1101","ENSG00000291031.2","lncRNA"
"1102","ENSG00000286247.2","lncRNA"
"1103","ENSG00000286217.3","lncRNA"
"1104","ENSG00000233699.3","lncRNA"
"1105","ENSG00000309700.1","lncRNA"
"1106","ENSG00000309903.1","lncRNA"
"1107","ENSG00000183385.10","lncRNA"
"1108","ENSG00000310485.1","lncRNA"
"1109","ENSG00000293442.2","lncRNA"
"1110","ENSG00000283272.1","sRNA"
"1111","ENSG00000283276.1","unprocessed_pseudogene"
"1112","ENSG00000228571.1","transcribed_unprocessed_pseudogene"
"1113","ENSG00000300637.1","lncRNA"
"1114","ENSG00000226092.4","transcribed_unprocessed_pseudogene"
"1115","ENSG00000295847.1","lncRNA"
"1116","ENSG00000227166.1","transcribed_unprocessed_pseudogene"
"1117","ENSG00000295583.1","lncRNA"
"1118","ENSG00000227204.1","transcribed_unprocessed_pseudogene"
"1119","ENSG00000299821.1","lncRNA"
"1120","ENSG00000232475.1","transcribed_unprocessed_pseudogene"
"1121","ENSG00000310035.1","lncRNA"
"1122","ENSG00000227447.1","transcribed_unprocessed_pseudogene"
"1123","ENSG00000296286.1","lncRNA"
"1124","ENSG00000230727.1","transcribed_unprocessed_pseudogene"
"1125","ENSG00000306918.1","lncRNA"
"1126","ENSG00000224151.1","transcribed_unprocessed_pseudogene"
"1127","ENSG00000176728.11","lncRNA"
"1128","ENSG00000275578.1","transcribed_unprocessed_pseudogene"
"1129","ENSG00000224166.1","transcribed_unprocessed_pseudogene"
"1130","ENSG00000298004.1","lncRNA"
"1131","ENSG00000226011.1","transcribed_unprocessed_pseudogene"
"1132","ENSG00000300757.1","lncRNA"
"1133","ENSG00000231311.1","transcribed_unprocessed_pseudogene"
"1134","ENSG00000310304.1","lncRNA"
"1135","ENSG00000227494.2","transcribed_unprocessed_pseudogene"
"1136","ENSG00000307031.1","lncRNA"
"1137","ENSG00000237659.1","transcribed_processed_pseudogene"
"1138","ENSG00000290840.2","lncRNA"
"1139","ENSG00000205936.3","transcribed_unprocessed_pseudogene"
"1140","ENSG00000225189.1","transcribed_unprocessed_pseudogene"
"1141","ENSG00000305624.1","lncRNA"
"1142","ENSG00000230073.1","transcribed_unprocessed_pseudogene"
"1143","ENSG00000232583.1","transcribed_unprocessed_pseudogene"
"1144","ENSG00000309393.1","lncRNA"
"1145","ENSG00000234888.1","transcribed_unprocessed_pseudogene"
"1146","ENSG00000235014.1","transcribed_unprocessed_pseudogene"
"1147","ENSG00000229238.3","transcribed_unprocessed_pseudogene"
"1148","ENSG00000299596.1","lncRNA"
"1149","ENSG00000188399.5","transcribed_unprocessed_pseudogene"
"1150","ENSG00000294742.1","lncRNA"
"1151","ENSG00000277146.1","transcribed_processed_pseudogene"
"1152","ENSG00000226611.2","transcribed_unprocessed_pseudogene"
"1153","ENSG00000285063.1","protein_coding"
"1154","ENSG00000297434.1","lncRNA"
"1155","ENSG00000283153.2","protein_coding"
"1156","ENSG00000240438.2","transcribed_unprocessed_pseudogene"
"1157","ENSG00000131007.10","lncRNA"
"1158","ENSG00000237269.1","transcribed_unprocessed_pseudogene"
"1159","ENSG00000288057.2","lncRNA"
"1160","ENSG00000225466.1","transcribed_unprocessed_pseudogene"
"1161","ENSG00000235981.2","transcribed_unprocessed_pseudogene"
"1162","ENSG00000299288.1","lncRNA"
"1163","ENSG00000223698.3","transcribed_unprocessed_pseudogene"
"1164","ENSG00000297966.1","lncRNA"
"1165","ENSG00000283508.1","processed_pseudogene"
"1166","ENSG00000283127.1","processed_pseudogene"
"1167","ENSG00000283593.1","unprocessed_pseudogene"
"1168","ENSG00000283700.1","rRNA_pseudogene"
"1169","ENSG00000283581.1","rRNA_pseudogene"
"1170","ENSG00000283181.1","unprocessed_pseudogene"
"1171","ENSG00000283449.1","processed_pseudogene"
"1172","ENSG00000242854.1","transcribed_unprocessed_pseudogene"
"1173","ENSG00000284383.2","protein_coding"
"1174","ENSG00000244231.1","lncRNA"
"1175","ENSG00000284496.2","protein_coding"
"1176","ENSG00000172342.5","transcribed_unprocessed_pseudogene"
"1177","ENSG00000284071.1","transcribed_unprocessed_pseudogene"
"1178","ENSG00000284262.2","protein_coding"
"1179","ENSG00000296017.1","lncRNA"
"1180","ENSG00000283767.2","protein_coding"
"1181","ENSG00000284210.2","protein_coding"
"1182","ENSG00000248792.2","transcribed_unprocessed_pseudogene"
"1183","ENSG00000293927.1","lncRNA"
"1184","ENSG00000283884.2","protein_coding"
"1185","ENSG00000284380.1","transcribed_unprocessed_pseudogene"
"1186","ENSG00000310249.1","lncRNA"
"1187","ENSG00000283955.2","protein_coding"
"1188","ENSG00000284025.2","protein_coding"
"1189","ENSG00000172294.7","transcribed_unprocessed_pseudogene"
"1190","ENSG00000283878.2","protein_coding"
"1191","ENSG00000240450.1","lncRNA"
"1192","ENSG00000284181.2","protein_coding"
"1193","ENSG00000239304.1","transcribed_processed_pseudogene"
"1194","ENSG00000197092.5","transcribed_unprocessed_pseudogene"
"1195","ENSG00000283820.2","protein_coding"
"1196","ENSG00000307363.1","lncRNA"
"1197","ENSG00000283660.1","processed_pseudogene"
"1198","ENSG00000292263.1","unprocessed_pseudogene"
"1199","ENSG00000283363.1","protein_coding"
"1200","ENSG00000283949.3","protein_coding"
"1201","ENSG00000235583.2","transcribed_unprocessed_pseudogene"
"1202","ENSG00000304207.1","lncRNA"
"1203","ENSG00000215506.5","transcribed_unprocessed_pseudogene"
"1204","ENSG00000197038.6","transcribed_unprocessed_pseudogene"
"1205","ENSG00000299768.1","lncRNA"
"1206","ENSG00000188656.8","transcribed_unprocessed_pseudogene"
"1207","ENSG00000301844.1","lncRNA"
"1208","ENSG00000270073.1","transcribed_unprocessed_pseudogene"
"1209","ENSG00000293749.1","lncRNA"
"1210","ENSG00000236786.1","transcribed_unprocessed_pseudogene"
"1211","ENSG00000308528.1","lncRNA"
"1212","ENSG00000231436.1","transcribed_unprocessed_pseudogene"
"1213","ENSG00000309329.1","lncRNA"
"1214","ENSG00000229208.1","transcribed_unprocessed_pseudogene"
"1215","ENSG00000310196.1","lncRNA"
"1216","ENSG00000187657.6","transcribed_unprocessed_pseudogene"
"1217","ENSG00000309435.1","lncRNA"
"1218","ENSG00000238235.1","transcribed_unprocessed_pseudogene"
"1219","ENSG00000296934.1","lncRNA"
"1220","ENSG00000223744.1","transcribed_unprocessed_pseudogene"
"1221","ENSG00000295986.1","lncRNA"
"1222","ENSG00000291364.1","lncRNA"
"1223","ENSG00000291363.1","protein_coding"
"1224","ENSG00000293532.1","protein_coding"
"1225","ENSG00000288360.1","protein_coding"
"1226","ENSG00000288519.1","lncRNA"
"1227","ENSG00000288240.1","misc_RNA"
"1228","ENSG00000288498.1","lncRNA"
"1229","ENSG00000288126.1","miRNA"
"1230","ENSG00000288183.1","miRNA"
"1231","ENSG00000288462.1","miRNA"
"1232","ENSG00000288505.1","protein_coding"
"1233","ENSG00000288397.1","miRNA"
"1234","ENSG00000288329.1","miRNA"
"1235","ENSG00000288152.1","protein_coding"
"1236","ENSG00000288293.1","protein_coding"
"1237","ENSG00000288195.1","protein_coding"
"1238","ENSG00000288453.1","protein_coding"
"1239","ENSG00000288283.1","protein_coding"
"1240","ENSG00000288351.1","lncRNA"
"1241","ENSG00000288474.1","protein_coding"
"1242","ENSG00000288441.1","lncRNA"
"1243","ENSG00000288185.1","protein_coding"
"1244","ENSG00000288318.1","protein_coding"
"1245","ENSG00000288278.1","processed_pseudogene"
"1246","ENSG00000288191.1","protein_coding"
"1247","ENSG00000288366.1","miRNA"
"1248","ENSG00000288239.1","protein_coding"
"1249","ENSG00000288516.1","protein_coding"
"1250","ENSG00000288496.1","lncRNA"
"1251","ENSG00000288210.1","protein_coding"
"1252","ENSG00000288348.1","lncRNA"
"1253","ENSG00000288324.1","protein_coding"
"1254","ENSG00000288289.1","misc_RNA"
"1255","ENSG00000288425.1","lncRNA"
"1256","ENSG00000288433.1","lncRNA"
"1257","ENSG00000288488.2","protein_coding"
"1258","ENSG00000280584.3","protein_coding"
"1259","ENSG00000280820.1","unprocessed_pseudogene"
"1260","ENSG00000280632.1","misc_RNA"
"1261","ENSG00000281430.1","unprocessed_pseudogene"
"1262","ENSG00000281309.2","protein_coding"
"1263","ENSG00000291365.1","protein_coding"
"1264","ENSG00000281393.1","misc_RNA"
"1265","ENSG00000291366.1","misc_RNA"
"1266","ENSG00000281022.3","protein_coding"
"1267","ENSG00000281699.1","processed_pseudogene"
"1268","ENSG00000280858.3","protein_coding"
"1269","ENSG00000280889.1","snoRNA"
"1270","ENSG00000280864.1","lncRNA"
"1271","ENSG00000281243.1","snoRNA"
"1272","ENSG00000281822.1","snRNA"
"1273","ENSG00000281907.1","snoRNA"
"1274","ENSG00000280505.1","processed_pseudogene"
"1275","ENSG00000283984.2","protein_coding"
"1276","ENSG00000281541.1","snoRNA"
"1277","ENSG00000280627.3","protein_coding"
"1278","ENSG00000280775.1","rRNA_pseudogene"
"1279","ENSG00000281766.4","protein_coding"
"1280","ENSG00000281024.3","protein_coding"
"1281","ENSG00000280951.3","protein_coding"
"1282","ENSG00000027001.10","protein_coding"
"1283","ENSG00000281245.2","protein_coding"
"1284","ENSG00000269099.2","processed_pseudogene"
"1285","ENSG00000215604.3","unprocessed_pseudogene"
"1286","ENSG00000283579.1","lncRNA"
"1287","ENSG00000271429.1","processed_pseudogene"
"1288","ENSG00000228036.1","processed_pseudogene"
"1289","ENSG00000240868.1","lncRNA"
"1290","ENSG00000232102.1","processed_pseudogene"
"1291","ENSG00000288542.1","lncRNA"
"1292","ENSG00000274351.1","unprocessed_pseudogene"
"1293","ENSG00000273167.1","protein_coding"
"1294","ENSG00000218198.3","processed_pseudogene"
"1295","ENSG00000233259.4","processed_pseudogene"
"1296","ENSG00000280706.3","protein_coding"
"1297","ENSG00000179141.9","lncRNA"
"1298","ENSG00000102753.10","protein_coding"
"1299","ENSG00000288522.1","lncRNA"
"1300","ENSG00000288204.1","protein_coding"
"1301","ENSG00000288247.1","lncRNA"
"1302","ENSG00000276958.1","unprocessed_pseudogene"
"1303","ENSG00000278477.1","unprocessed_pseudogene"
"1304","ENSG00000165475.15","protein_coding"
"1305","ENSG00000281244.2","protein_coding"
"1306","ENSG00000260388.2","lncRNA"
"1307","ENSG00000223782.1","processed_pseudogene"
"1308","ENSG00000275202.1","lncRNA"
"1309","ENSG00000102547.19","protein_coding"
"1310","ENSG00000286779.1","lncRNA"
"1311","ENSG00000270809.1","processed_pseudogene"
"1312","ENSG00000232786.1","processed_pseudogene"
"1313","ENSG00000225179.2","lncRNA"
"1314","ENSG00000223724.1","processed_pseudogene"
"1315","ENSG00000120675.6","protein_coding"
"1316","ENSG00000132975.8","protein_coding"
"1317","ENSG00000236758.5","lncRNA"
"1318","ENSG00000279025.1","TEC"
"1319","ENSG00000274316.1","unprocessed_pseudogene"
"1320","ENSG00000271190.1","processed_pseudogene"
"1321","ENSG00000231910.1","processed_pseudogene"
"1322","ENSG00000132970.14","protein_coding"
"1323","ENSG00000232986.1","lncRNA"
"1324","ENSG00000133110.15","protein_coding"
"1325","ENSG00000291371.1","misc_RNA"
"1326","ENSG00000291372.1","snRNA"
"1327","ENSG00000291368.1","protein_coding"
"1328","ENSG00000291369.1","lncRNA"
"1329","ENSG00000291370.1","processed_pseudogene"
"1330","ENSG00000292254.1","protein_coding"
"1331","ENSG00000280479.2","protein_coding"
"1332","ENSG00000281165.3","protein_coding"
"1333","ENSG00000234590.1","processed_pseudogene"
"1334","ENSG00000102531.16","protein_coding"
"1335","ENSG00000281879.5","protein_coding"
"1336","ENSG00000286709.1","lncRNA"
"1337","ENSG00000234213.1","processed_pseudogene"
"1338","ENSG00000274549.1","unprocessed_pseudogene"
"1339","ENSG00000225350.1","lncRNA"
"1340","ENSG00000183722.9","protein_coding"
"1341","ENSG00000232647.1","processed_pseudogene"
"1342","ENSG00000279325.1","lncRNA"
"1343","ENSG00000234421.2","processed_pseudogene"
"1344","ENSG00000277040.1","processed_pseudogene"
"1345","ENSG00000227213.1","lncRNA"
"1346","ENSG00000271140.1","unprocessed_pseudogene"
"1347","ENSG00000288269.1","protein_coding"
"1348","ENSG00000285935.1","lncRNA"
"1349","ENSG00000223717.1","processed_pseudogene"
"1350","ENSG00000234765.1","processed_pseudogene"
"1351","ENSG00000023516.9","protein_coding"
"1352","ENSG00000204899.6","protein_coding"
"1353","ENSG00000286057.1","TEC"
"1354","ENSG00000286146.1","TEC"
"1355","ENSG00000278678.1","processed_pseudogene"
"1356","ENSG00000279647.1","unprocessed_pseudogene"
"1357","ENSG00000276841.1","unprocessed_pseudogene"
"1358","ENSG00000232954.2","lncRNA"
"1359","ENSG00000120685.20","protein_coding"
"1360","ENSG00000280372.1","TEC"
"1361","ENSG00000179381.8","unprocessed_pseudogene"
"1362","ENSG00000286148.1","TEC"
"1363","ENSG00000279477.1","unprocessed_pseudogene"
"1364","ENSG00000279303.1","TEC"
"1365","ENSG00000280614.1","lncRNA"
"1366","ENSG00000280330.1","processed_pseudogene"
"1367","ENSG00000234159.1","processed_pseudogene"
"1368","ENSG00000229336.1","processed_pseudogene"
"1369","ENSG00000224141.6","lncRNA"
"1370","ENSG00000288213.1","protein_coding"
"1371","ENSG00000233676.2","processed_pseudogene"
"1372","ENSG00000235965.2","lncRNA"
"1373","ENSG00000227075.1","lncRNA"
"1374","ENSG00000225735.1","processed_pseudogene"
"1375","ENSG00000232193.1","lncRNA"
"1376","ENSG00000226771.1","lncRNA"
"1377","ENSG00000198618.5","processed_pseudogene"
"1378","ENSG00000226818.1","processed_pseudogene"
"1379","ENSG00000279177.1","processed_pseudogene"
"1380","ENSG00000234340.1","processed_pseudogene"
"1381","ENSG00000231755.1","lncRNA"
"1382","ENSG00000236433.1","processed_pseudogene"
"1383","ENSG00000165837.12","protein_coding"
"1384","ENSG00000237569.1","processed_pseudogene"
"1385","ENSG00000286155.1","TEC"
"1386","ENSG00000154646.9","protein_coding"
"1387","ENSG00000275226.1","lncRNA"
"1388","ENSG00000136149.6","processed_pseudogene"
"1389","ENSG00000229708.1","processed_pseudogene"
"1390","ENSG00000280431.1","TEC"
"1391","ENSG00000083535.16","protein_coding"
"1392","ENSG00000288186.1","protein_coding"
"1393","ENSG00000275592.1","processed_pseudogene"
"1394","ENSG00000219368.3","processed_pseudogene"
"1395","ENSG00000225906.1","processed_pseudogene"
"1396","ENSG00000228184.1","processed_pseudogene"
"1397","ENSG00000244278.1","lncRNA"
"1398","ENSG00000287801.1","lncRNA"
"1399","ENSG00000273872.1","unprocessed_pseudogene"
"1400","ENSG00000215326.3","processed_pseudogene"
"1401","ENSG00000223870.1","lncRNA"
"1402","ENSG00000279895.1","unprocessed_pseudogene"
"1403","ENSG00000154639.19","protein_coding"
"1404","ENSG00000236972.2","processed_pseudogene"
"1405","ENSG00000136122.18","protein_coding"
"1406","ENSG00000277282.1","IG_V_gene"
"1407","ENSG00000150361.12","protein_coding"
"1408","ENSG00000215005.2","processed_pseudogene"
"1409","ENSG00000231058.1","processed_pseudogene"
"1410","ENSG00000279186.1","TEC"
"1411","ENSG00000215353.2","processed_pseudogene"
"1412","ENSG00000237444.1","processed_pseudogene"
"1413","ENSG00000217026.3","processed_pseudogene"
"1414","ENSG00000238265.1","lncRNA"
"1415","ENSG00000229306.1","lncRNA"
"1416","ENSG00000278181.1","processed_pseudogene"
"1417","ENSG00000226204.1","lncRNA"
"1418","ENSG00000229289.1","lncRNA"
"1419","ENSG00000286222.1","lncRNA"
"1420","ENSG00000224832.2","lncRNA"
"1421","ENSG00000279156.1","TEC"
"1422","ENSG00000278106.1","unprocessed_pseudogene"
"1423","ENSG00000228708.1","lncRNA"
"1424","ENSG00000231136.1","processed_pseudogene"
"1425","ENSG00000230233.1","lncRNA"
"1426","ENSG00000234439.1","processed_pseudogene"
"1427","ENSG00000226996.5","lncRNA"
"1428","ENSG00000227510.4","lncRNA"
"1429","ENSG00000286012.1","TEC"
"1430","ENSG00000234145.1","processed_pseudogene"
"1431","ENSG00000279511.1","TEC"
"1432","ENSG00000231620.1","lncRNA"
"1433","ENSG00000228611.2","processed_pseudogene"
"1434","ENSG00000229824.1","processed_pseudogene"
"1435","ENSG00000214281.3","processed_pseudogene"
"1436","ENSG00000225221.1","processed_pseudogene"
"1437","ENSG00000142207.7","protein_coding"
"1438","ENSG00000232380.1","processed_pseudogene"
"1439","ENSG00000291463.1","lncRNA"
"1440","ENSG00000291464.1","lncRNA"
"1441","ENSG00000291465.1","protein_coding"
"1442","ENSG00000291472.1","lncRNA"
"1443","ENSG00000291466.1","lncRNA"
"1444","ENSG00000136155.17","protein_coding"
"1445","ENSG00000291470.1","protein_coding"
"1446","ENSG00000291467.1","lncRNA"
"1447","ENSG00000291468.1","snoRNA"
"1448","ENSG00000291469.1","processed_pseudogene"
"1449","ENSG00000291471.1","lncRNA"
"1450","ENSG00000291474.1","protein_coding"
"1451","ENSG00000291473.2","protein_coding"
"1452","ENSG00000286032.1","TEC"
"1453","ENSG00000232263.1","protein_coding"
"1454","ENSG00000286091.1","TEC"
"1455","ENSG00000279990.1","processed_pseudogene"
"1456","ENSG00000154721.15","protein_coding"
"1457","ENSG00000234730.1","lncRNA"
"1458","ENSG00000228869.1","processed_pseudogene"
"1459","ENSG00000223822.2","processed_pseudogene"
"1460","ENSG00000273919.1","lncRNA"
"1461","ENSG00000230972.1","lncRNA"
"1462","ENSG00000278722.1","lncRNA"
"1463","ENSG00000260583.1","lncRNA"
"1464","ENSG00000158270.12","protein_coding"
"1465","ENSG00000224018.2","lncRNA"
"1466","ENSG00000230256.1","processed_pseudogene"
"1467","ENSG00000227969.1","processed_pseudogene"
"1468","ENSG00000236277.1","processed_pseudogene"
"1469","ENSG00000225352.1","processed_pseudogene"
"1470","ENSG00000227952.2","processed_pseudogene"
"1471","ENSG00000231986.1","lncRNA"
"1472","ENSG00000228319.1","processed_pseudogene"
"1473","ENSG00000215357.2","processed_pseudogene"
"1474","ENSG00000225267.1","processed_pseudogene"
"1475","ENSG00000237109.1","processed_pseudogene"
"1476","ENSG00000226554.1","processed_pseudogene"
"1477","ENSG00000156282.5","protein_coding"
"1478","ENSG00000150893.11","protein_coding"
"1479","ENSG00000232260.2","processed_pseudogene"
"1480","ENSG00000223563.1","lncRNA"
"1481","ENSG00000232512.6","lncRNA"
"1482","ENSG00000215369.3","processed_pseudogene"
"1483","ENSG00000215317.2","processed_pseudogene"
"1484","ENSG00000259981.1","lncRNA"
"1485","ENSG00000215351.3","processed_pseudogene"
"1486","ENSG00000235514.1","processed_pseudogene"
"1487","ENSG00000188694.6","protein_coding"
"1488","ENSG00000281181.1","lncRNA"
"1489","ENSG00000219592.2","processed_pseudogene"
"1490","ENSG00000265514.2","lncRNA"
"1491","ENSG00000279167.1","processed_pseudogene"
"1492","ENSG00000233206.1","processed_pseudogene"
"1493","ENSG00000156304.15","protein_coding"
"1494","ENSG00000265316.1","lncRNA"
"1495","ENSG00000267425.1","lncRNA"
"1496","ENSG00000265188.1","processed_pseudogene"
"1497","ENSG00000263505.1","processed_pseudogene"
"1498","ENSG00000214249.3","processed_pseudogene"
"1499","ENSG00000204918.3","protein_coding"
"1500","ENSG00000265257.5","lncRNA"
"1501","ENSG00000279885.1","TEC"
"1502","ENSG00000229910.1","processed_pseudogene"
"1503","ENSG00000261627.1","lncRNA"
"1504","ENSG00000266065.1","lncRNA"
"1505","ENSG00000136111.14","protein_coding"
"1506","ENSG00000141401.12","protein_coding"
"1507","ENSG00000280781.1","processed_pseudogene"
"1508","ENSG00000227254.1","processed_pseudogene"
"1509","ENSG00000276208.1","unprocessed_pseudogene"
"1510","ENSG00000230405.1","processed_pseudogene"
"1511","ENSG00000214335.3","processed_pseudogene"
"1512","ENSG00000233349.1","lncRNA"
"1513","ENSG00000281707.1","processed_pseudogene"
"1514","ENSG00000227151.4","protein_coding"
"1515","ENSG00000281894.3","protein_coding"
"1516","ENSG00000287880.1","lncRNA"
"1517","ENSG00000270400.1","processed_pseudogene"
"1518","ENSG00000136158.12","protein_coding"
"1519","ENSG00000266153.1","lncRNA"
"1520","ENSG00000266613.1","processed_pseudogene"
"1521","ENSG00000234278.3","protein_coding"
"1522","ENSG00000168461.13","protein_coding"
"1523","ENSG00000120686.12","protein_coding"
"1524","ENSG00000266102.1","lncRNA"
"1525","ENSG00000228597.1","processed_pseudogene"
"1526","ENSG00000279439.1","TEC"
"1527","ENSG00000230009.1","processed_pseudogene"
"1528","ENSG00000231667.2","unprocessed_pseudogene"
"1529","ENSG00000285742.1","lncRNA"
"1530","ENSG00000266127.1","processed_pseudogene"
"1531","ENSG00000102554.14","protein_coding"
"1532","ENSG00000265477.1","lncRNA"
"1533","ENSG00000266251.1","processed_pseudogene"
"1534","ENSG00000265413.1","lncRNA"
"1535","ENSG00000273284.1","lncRNA"
"1536","ENSG00000266955.1","lncRNA"
"1537","ENSG00000233300.1","processed_pseudogene"
"1538","ENSG00000176105.14","protein_coding"
"1539","ENSG00000227342.1","lncRNA"
"1540","ENSG00000154654.15","protein_coding"
"1541","ENSG00000283781.1","protein_coding"
"1542","ENSG00000271776.1","lncRNA"
"1543","ENSG00000229865.1","processed_pseudogene"
"1544","ENSG00000174015.10","protein_coding"
"1545","ENSG00000281456.1","lncRNA"
"1546","ENSG00000224188.1","processed_pseudogene"
"1547","ENSG00000237001.7","lncRNA"
"1548","ENSG00000280661.2","protein_coding"
"1549","ENSG00000239490.1","processed_pseudogene"
"1550","ENSG00000267651.1","lncRNA"
"1551","ENSG00000237527.1","lncRNA"
"1552","ENSG00000266809.1","processed_pseudogene"
"1553","ENSG00000264587.5","lncRNA"
"1554","ENSG00000237731.1","processed_pseudogene"
"1555","ENSG00000229246.2","lncRNA"
"1556","ENSG00000281383.1","lncRNA"
"1557","ENSG00000218549.2","unprocessed_pseudogene"
"1558","ENSG00000226670.1","processed_pseudogene"
"1559","ENSG00000280795.1","processed_pseudogene"
"1560","ENSG00000279690.1","TEC"
"1561","ENSG00000215368.5","processed_pseudogene"
"1562","ENSG00000225801.1","processed_pseudogene"
"1563","ENSG00000264434.2","lncRNA"
"1564","ENSG00000235564.2","lncRNA"
"1565","ENSG00000134882.16","protein_coding"
"1566","ENSG00000266805.1","lncRNA"
"1567","ENSG00000227721.1","processed_pseudogene"
"1568","ENSG00000234107.1","processed_pseudogene"
"1569","ENSG00000266237.1","lncRNA"
"1570","ENSG00000281709.3","protein_coding"
"1571","ENSG00000231231.5","lncRNA"
"1572","ENSG00000286627.1","lncRNA"
"1573","ENSG00000284009.2","protein_coding"
"1574","ENSG00000278052.1","lncRNA"
"1575","ENSG00000263862.2","lncRNA"
"1576","ENSG00000227330.1","lncRNA"
"1577","ENSG00000264596.1","lncRNA"
"1578","ENSG00000156284.6","protein_coding"
"1579","ENSG00000277534.1","lncRNA"
"1580","ENSG00000287834.1","lncRNA"
"1581","ENSG00000287109.1","lncRNA"
"1582","ENSG00000266891.1","processed_pseudogene"
"1583","ENSG00000227090.1","lncRNA"
"1584","ENSG00000273348.1","lncRNA"
"1585","ENSG00000237609.1","lncRNA"
"1586","ENSG00000287803.1","lncRNA"
"1587","ENSG00000279534.1","TEC"
"1588","ENSG00000279648.1","TEC"
"1589","ENSG00000237138.1","lncRNA"
"1590","ENSG00000178127.13","protein_coding"
"1591","ENSG00000279967.1","TEC"
"1592","ENSG00000142149.9","protein_coding"
"1593","ENSG00000133119.13","protein_coding"
"1594","ENSG00000275945.1","processed_pseudogene"
"1595","ENSG00000280907.1","lncRNA"
"1596","ENSG00000154642.11","protein_coding"
"1597","ENSG00000281306.3","protein_coding"
"1598","ENSG00000154889.17","protein_coding"
"1599","ENSG00000184856.7","lncRNA"
"1600","ENSG00000235550.1","unprocessed_pseudogene"
"1601","ENSG00000281102.1","lncRNA"
"1602","ENSG00000152192.8","protein_coding"
"1603","ENSG00000279718.1","processed_pseudogene"
"1604","ENSG00000280872.1","processed_pseudogene"
"1605","ENSG00000287247.1","lncRNA"
"1606","ENSG00000159256.13","protein_coding"
"1607","ENSG00000281448.3","protein_coding"
"1608","ENSG00000232041.1","processed_pseudogene"
"1609","ENSG00000284483.1","protein_coding"
"1610","ENSG00000182957.16","protein_coding"
"1611","ENSG00000283771.2","protein_coding"
"1612","ENSG00000283859.2","protein_coding"
"1613","ENSG00000281661.3","protein_coding"
"1614","ENSG00000281665.2","protein_coding"
"1615","ENSG00000283843.1","lncRNA"
"1616","ENSG00000284598.2","protein_coding"
"1617","ENSG00000283714.2","protein_coding"
"1618","ENSG00000280610.3","protein_coding"
"1619","ENSG00000284090.4","protein_coding"
"1620","ENSG00000286184.1","protein_coding"
"1621","ENSG00000284228.2","protein_coding"
"1622","ENSG00000283895.1","lncRNA"
"1623","ENSG00000283903.2","protein_coding"
"1624","ENSG00000159086.15","protein_coding"
"1625","ENSG00000284222.1","lncRNA"
"1626","ENSG00000284115.1","lncRNA"
"1627","ENSG00000283946.2","protein_coding"
"1628","ENSG00000266505.1","lncRNA"
"1629","ENSG00000235625.1","lncRNA"
"1630","ENSG00000188811.14","protein_coding"
"1631","ENSG00000102837.7","protein_coding"
"1632","ENSG00000214051.3","processed_pseudogene"
"1633","ENSG00000230584.1","processed_pseudogene"
"1634","ENSG00000204919.1","protein_coding"
"1635","ENSG00000283868.2","protein_coding"
"1636","ENSG00000223880.1","lncRNA"
"1637","ENSG00000284515.1","protein_coding"
"1638","ENSG00000065150.21","protein_coding"
"1639","ENSG00000284832.2","protein_coding"
"1640","ENSG00000101489.20","protein_coding"
"1641","ENSG00000271486.1","processed_pseudogene"
"1642","ENSG00000205929.11","protein_coding"
"1643","ENSG00000279784.1","lncRNA"
"1644","ENSG00000228861.5","processed_pseudogene"
"1645","ENSG00000286149.1","TEC"
"1646","ENSG00000284275.1","miRNA"
"1647","ENSG00000230379.5","lncRNA"
"1648","ENSG00000280516.4","protein_coding"
"1649","ENSG00000281886.3","protein_coding"
"1650","ENSG00000205726.15","protein_coding"
"1651","ENSG00000280701.1","lncRNA"
"1652","ENSG00000281626.7","protein_coding"
"1653","ENSG00000285481.1","snRNA"
"1654","ENSG00000293604.1","protein_coding"
"1655","ENSG00000225501.1","processed_pseudogene"
"1656","ENSG00000139734.19","protein_coding"
"1657","ENSG00000231824.4","protein_coding"
"1658","ENSG00000132874.15","protein_coding"
"1659","ENSG00000279543.1","TEC"
"1660","ENSG00000017797.13","protein_coding"
"1661","ENSG00000285111.2","lncRNA"
"1662","ENSG00000263970.1","lncRNA"
"1663","ENSG00000284831.1","processed_pseudogene"
